chapter,rank_in_chapter,hts8,api_hts_number,brief_description
50,5,50040000,5004.00.00,Silk yarns (other than yarn spun from silk waste) not put up for retail sale
50,6,50050000,5005.00.00,"Yarn spun from silk waste, not put up for retail sale"
50,7,50060010,5006.00.10,"Spun yarn, containing 85% or more by weight of silk, put up for retail sale; silkworm gut"
50,8,50060090,5006.00.90,"Spun silk yarn, containing less than 85% by weight of silk, put up for retail sale"
50,9,50071030,5007.10.30,"Woven fabrics of noil silk, containing 85 percent or more by weight of silk or silk waste"
50,10,50071060,5007.10.60,"Woven fabrics of noil silk, containing less than 85 percent by weight of silk or silk waste"
50,11,50072000,5007.20.00,"Woven fabrics containing 85 percent or more by weight of silk or of silk waste, other than noil silk"
50,12,50079030,5007.90.30,"Woven silk fabrics, containing 85 percent or more by weight of silk or silk waste, nesoi"
50,13,50079060,5007.90.60,"Other silk woven fabrics, containing less than 85 percent by weight of silk or silk waste, nesoi"
51,1,51011110,5101.11.10,"Unimproved wool and other wool not finer than 46s, greasy, shorn, not carded or combed, for special uses"
51,2,51011120,5101.11.20,"Unimproved wool and other wool not finer than 40s, greasy, shorn, not carded or combed, not for special uses"
51,3,51011140,5101.11.40,"Wool, excluding unimproved, finer than 40s but not 44s, greasy, shorn, not carded or combed, not for special uses"
51,4,51011150,5101.11.50,"Wool, excluding unimproved, finer than 44s but not 46s, greasy, shorn, not carded or combed, not for special uses"
51,5,51011160,5101.11.60,"Wool, excluding unimproved, finer than 46s, greasy, shorn, not carded or combed"
51,6,51011910,5101.19.10,"Unimproved wool and other wool not finer than 46s, greasy, not shorn, not carded or combed, for special uses"
51,7,51011920,5101.19.20,"Unimproved wool and other wool not finer than 40s, greasy, not shorn, not carded or combed, not for special uses"
51,8,51011940,5101.19.40,"Wool, excl. unimproved, finer than 40s, but not 44s, greasy, not shorn, not carded or combed, not for special uses"
51,9,51011950,5101.19.50,"Wool, excluding unimproved, finer than 44s but not 46s, greasy, not shorn, not carded or combed, not for special uses"
51,10,51011960,5101.19.60,"Wool, excluding unimproved, finer than 46s, greasy, incl. fleece-washed, not shorn, not carded or combed"
51,11,51012110,5101.21.10,"Unimproved wool and other wool not finer than 46s, degreased, not further processed, shorn, not carded or combed, for special uses"
51,12,51012115,5101.21.15,"Unimproved wool and other wool not finer than 40s, degreased, not further processed, shorn, not carded or combed, not for special uses"
51,13,51012130,5101.21.30,"Wool, excl. unimproved, finer than 40s but not 44s, degreased, not further processed, shorn, not carded or combed, not for special uses"
51,14,51012135,5101.21.35,"Wool, excl. unimproved, finer than 44s but not 46s, degreased, not further processed, shorn, not carded or combed, not for special uses"
51,15,51012140,5101.21.40,"Wool, excl. unimproved, finer than 46s, degreased, not further processed, shorn, not carded or combed, not for special uses"
51,16,51012165,5101.21.65,"Unimproved wool and other wool, not finer than 46s, degreased, shorn, not carbonized, not carded or combed"
51,17,51012170,5101.21.70,"Unimproved wool and other wool, finer than 46s, degreased, shorn, not carbonized, not carded or combed"
51,18,51012910,5101.29.10,"Unimproved wool and other wool not finer than 46s, degreased, not further processed, not shorn, not carded or combed, for special uses"
51,19,51012915,5101.29.15,"Unimproved wool and other wool not finer than 40s, degreased, not further processed, not shorn, not carded or combed, not for special uses"
51,20,51012930,5101.29.30,"Wool, excl. unimproved, finer than 40s but not 44s, degreased, not further processed, not shorn, not carded or combed, not for special uses"
52,1,52010005,5201.00.05,"Cotton, not carded or combed, having a staple length under 19.05 mm (3/4 inch), harsh or rough"
52,2,52010012,5201.00.12,"Cotton, n/carded or combed, having a staple length < 28.575 mm (1-1/8 inches), n/harsh or rough, described in gen. note 15"
52,3,52010014,5201.00.14,"Cotton, n/carded or combed, having a staple length < 28.575 mm (1-1/8 inches), n/harsh or rough, quota described in ch 52 add'l US note 5"
52,4,52010018,5201.00.18,"Cotton, not carded or combed, having a staple length under 28.575 mm (1-1/8 inches), n/harsh or rough, nesoi"
52,5,52010022,5201.00.22,"Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925 mm, described in gen. note 15"
52,6,52010024,5201.00.24,"Cotton,n/carded or combed,harsh or rough,staple length 29.36875 mm or more but n/o 34.925 mm,white in color,quota descrd ch 52 add US note 6"
52,7,52010028,5201.00.28,"Cotton, not carded or combed, harsh or rough, staple length of 29.36875 mm or more but under 34.925 mm & white in color, nesoi"
52,8,52010034,5201.00.34,"Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925 mm, other, quota described in chapter 52 add'l US note 7"
52,9,52010038,5201.00.38,"Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925 mm, nesoi"
52,10,52010055,5201.00.55,"Cotton, not carded or combed, having a staple length of 34.925 mm or more, described in the gen. note 15"
52,11,52010060,5201.00.60,"Cotton, not carded or combed, having a staple length of 34.925 mm or more, quota described in chapter 52 add'l US note 8"
52,12,52010080,5201.00.80,"Cotton, not carded or combed, having a staple length of 34.925 mm or more, nesoi"
52,13,52021000,5202.10.00,Cotton yarn waste (including thread waste)
52,14,52029100,5202.91.00,Cotton garnetted stock
52,15,52029905,5202.99.05,"Cotton card strips made from cotton waste having staple length under 30.1625 mm & lap, sliver & roving waste described in gen. nte 15"
52,16,52029910,5202.99.10,"Cotton card strips made from cotton waste w/staple length under 30.1625 mm & lap, sliver & roving waste, quota dscrbd in ch 52 add US note 9"
52,17,52029930,5202.99.30,"Cotton card strips made from cotton waste having staple length under 30.1625 mm & lap, sliver & roving waste, nesoi"
52,18,52029950,5202.99.50,"Cotton waste, other than yarn waste and garnetted stock, nesoi"
52,19,52030005,5203.00.05,"Cotton fibers, carded or combed, of cotton fiber processed but not spun, described in gen. note 15"
52,20,52030010,5203.00.10,"Cotton fibers, carded or combed, of cotton fiber processed but not spun, quota described in chapter 52 add'l US note 10"
53,1,53011000,5301.10.00,"Flax, raw or retted"
53,2,53012100,5301.21.00,"Flax, broken or scutched"
53,3,53012900,5301.29.00,"Flax, hackled or otherwise processed, except broken or scutched but not spun"
53,4,53013000,5301.30.00,Flax tow and waste (including yarn waste and garnetted stock)
53,5,53021000,5302.10.00,"True hemp, raw or retted"
53,6,53029000,5302.90.00,"True hemp, processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock)"
53,7,53031000,5303.10.00,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), raw or retted"
53,8,53039000,5303.90.00,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), processed but not spun; tow and waste of these fibers"
53,9,53050000,5305.00.00,"Coconut, abaca, ramie, other veg. fibers, nesoi, raw or processed, not spun; tow noils and their wastes (incl. yarn waste and garnetted stoc"
53,10,53061000,5306.10.00,"Flax yarn, single"
53,11,53062000,5306.20.00,"Flax yarn, multiple (folded) or cabled"
53,12,53071000,5307.10.00,"Yarn of jute or other textile bast fibers (excluding flax, true hemp, and ramie), single"
53,13,53072000,5307.20.00,"Yarn of jute or other textile bast fibers (excluding flax, true hemp, and ramie), multiple (folded) or cabled"
53,14,53081000,5308.10.00,Coir yarn
53,15,53082000,5308.20.00,True hemp yarn
53,16,53089010,5308.90.10,Paper yarn
53,17,53089090,5308.90.90,"Yarn of other vegetable textile fibers, nesoi"
53,18,53091100,5309.11.00,"Woven fabrics of flax, containing 85 percent or more by weight of flax, unbleached or bleached"
53,19,53091900,5309.19.00,"Woven fabrics of flax, containing 85 percent or more by weight of flax, other than unbleached or bleached"
53,20,53092120,5309.21.20,"Woven fabrics of flax, containing less than 85% by weight of flax, containing over 17% of wool or fine animal hair, unbleached or bleached"
54,1,54011000,5401.10.00,"Sewing thread of synthetic filaments, whether or not put up for retail sale"
54,2,54012000,5401.20.00,"Sewing thread of artificial filaments, whether or not put up for retail sale"
54,3,54021130,5402.11.30,"Single high tenacity yarn of aramids, not put up for retail sale"
54,4,54021160,5402.11.60,"Multiple (folded) or cabled high tenacity yarn (except sewing thread) of aramids, not put up for retail sale"
54,5,54021930,5402.19.30,"Single high tenacity yarn of nylon or polyamides (except aramids), not put up for retail sale"
54,6,54021960,5402.19.60,"Multiple (folded) or cabled high tenacity yarn (except sewing thread) of nylon or other polyamides (except aramids), not put up for retail s"
54,7,54022030,5402.20.30,"Single high tenacity yarn of polyesters, not put up for retail sale"
54,8,54022060,5402.20.60,"Multiple (folded) or cabled high tenacity yarn (except sewing thread) of polyesters, not put up for retail sale"
54,9,54023130,5402.31.30,"Single textured yarn, of nylon or other polyamides, measuring not more than 500 decitex, not put up for retail sale"
54,10,54023160,5402.31.60,"Multiple or cabled textured yarn (except sewing thread), of polyamides, single yarn not more than 500 decitex, not put up for retail sale"
54,11,54023230,5402.32.30,"Single textured yarn, of nylon or other polyamides, measuring more than 500 decitex, not put up for retail sale"
54,12,54023260,5402.32.60,"Multiple or cabled textured yarn (except sewing thread), of polyamides, single yarn more than 500 decitex, not put up for retail sale"
54,13,54023330,5402.33.30,"Single textured yarn of polyesters, not put up for retail sale"
54,14,54023360,5402.33.60,"Multiple or cabled textured yarn (except sewing thread), of polyesters, not put up for retail sale"
54,15,54023430,5402.34.30,"Single textured polypropylene yarn, not put up for retail sale"
54,16,54023460,5402.34.60,"Multiple or cabled textured polypropylene yarn (except sewing thread), not put up for retail sale"
54,17,54023931,5402.39.31,"Single textured yarn, nesoi, not put up for retail sale"
54,18,54023961,5402.39.61,"Multiple or cabled textured yarn (except sewing thread), nesoi, not put up for retail sale"
54,19,54024400,5402.44.00,"Single elastomeric yarns, monofil, untwisted or with a twist not exceeding 50 turns per meter, not for retail sale"
54,20,54024510,5402.45.10,"Synth filament yarn, for doll wigs, of colored multifil, untwisted/with twist < 5 turns/meter, of nylon or other polyamide, not retail sale"
55,1,55011100,5501.11.00,Synthetic filament tow of aramids
55,2,55011900,5501.19.00,"Synthetic filament tow of nylon or other polyamides, other than aramids"
55,3,55012000,5501.20.00,Synthetic filament tow of polyesters
55,4,55013000,5501.30.00,Synthetic filament tow of acrylic or modacrylic
55,5,55014000,5501.40.00,"Synthetic filament tow, of polypropylene"
55,6,55019001,5501.90.01,"Synthetic filament tow, nesoi"
55,7,55021000,5502.10.00,Artificial filament tow of cellulose acetate
55,8,55029000,5502.90.00,Artificial filament tow other than of cellulose acetate
55,9,55031100,5503.11.00,"Synthetic staple fibers, n/carded, combed or otherwise processed for spinning, of aramids"
55,10,55031910,5503.19.10,"Synthetic staple fibers, n/carded, combed or otherwise processed for spinning, of nylon/other polyamides (except aramids), cont 10% or more"
55,11,55031990,5503.19.90,"Synthetic staple fibers, n/carded, combed or otherwise processed for spinning, of nylon or other polyamides (except aramids), nesoi"
55,12,55032000,5503.20.00,"Synthetic staple fibers, not carded, combed or otherwise processed for spinning, of polyesters"
55,13,55033000,5503.30.00,"Synthetic (acrylic or modacrylic) staple fibers, not carded, combed or otherwise processed for spinning"
55,14,55034000,5503.40.00,"Synthetic staple fibers, not carded, combed or otherwise processed for spinning, of polypropylene"
55,15,55039010,5503.90.10,"Synthetic staple fibers, not carded, combed or otherwise processed for spinning, of vinyon"
55,16,55039090,5503.90.90,"Synthetic staple fibers, not carded, combed or otherwise processed for spinning, nesoi"
55,17,55041000,5504.10.00,"Artificial staple fibers, not carded, combed or otherwise processed for spinning, of viscose rayon"
55,18,55049000,5504.90.00,"Artificial staple fibers, not carded, combed or otherwise processed for spinning, other than of viscose rayon"
55,19,55051000,5505.10.00,"Waste (including noils, yarn waste and garnetted stock) of synthetic fibers"
55,20,55052000,5505.20.00,"Waste (including noils, yarn waste and garnetted stock) of artificial fibers"
56,1,56012100,5601.21.00,Wadding of cotton and other articles of cotton wadding nesoi
56,2,56012200,5601.22.00,Wadding of man-made fibers and other articles of such wadding nesoi
56,3,56012900,5601.29.00,"Wadding of textile materials (excluding cotton and man-made fibers) and articles thereof, nesoi"
56,4,56013000,5601.30.00,"Textile flock, not exceeding 5 mm in length, and textile dust and mill neps"
56,5,56021010,5602.10.10,Laminated fabrics of needleloom felt or stitch-bonded fiber fabrics
56,6,56021090,5602.10.90,"Needleloom felt and stitch-bonded fabrics, whether or not impregnated, coated or covered, nesoi"
56,7,56022100,5602.21.00,"Felt, excluding needleloom felt and stitch-bonded fiber fabrics, not impregnated, coated, covered or laminated, of wool or fine animal hair"
56,8,56022900,5602.29.00,"Felt, excluding needleloom felt and stitch-bonded fiber fabrics, not impregnated, coated, covered or laminated, of textile materials nesoi"
56,9,56029030,5602.90.30,"Laminated fabrics of felt, nesoi"
56,10,56029060,5602.90.60,"Felt, impregnated, coated or covered, of man-made fibers, nesoi"
56,11,56029090,5602.90.90,"Felt, impregnated, coated or covered, nesoi"
56,12,56031100,5603.11.00,"Nonwovens, of man-made filaments, weighing not >25 g/square m, whether or not impregnated, coated, covered or laminated"
56,13,56031200,5603.12.00,"Nonwovens, of man-made filaments, weighing >25 but not >70 g/square m, whether or not impregnated, coated, covered or laminated"
56,14,56031300,5603.13.00,"Nonwovens, of man-made filaments, weighing >70 but not >150 g/square m, whether or not impregnated, coated, covered or laminated"
56,15,56031430,5603.14.30,"Laminated nonwoven fabs, of man-made filaments, weighing >150 g/square m"
56,16,56031490,5603.14.90,"Nonwovens (except laminated), of man-made filaments, weighing >150 g/square m, whether or not impregnated, coated, or covered"
56,17,56039100,5603.91.00,"Nonwovens (not of man-made filaments), weighing not >25 g/square m, whether or not impregnated, coated, covered or laminated"
56,18,56039200,5603.92.00,"Nonwovens (not of man-made filaments), weighing >25 but not >70 g/square m, whether or not impregnated, coated, covered or laminated"
56,19,56039300,5603.93.00,"Nonwovens (not of man-made filaments), weighing >70 but not >150 g/square m, whether or not impregnated, coated, covered or laminated"
56,20,56039410,5603.94.10,"Nonwoven floor covering underlays (not of man-made filaments), weighing >150 g/square m, whether or not impreg, coated, cov or laminated"
57,1,57011013,5701.10.13,"Carpet & other textile floor covering,hand-knotted/hand-inserted,w/ov 50% wt pile of fine animal hair,foregoing cert. hand-loomed & folklore"
57,2,57011016,5701.10.16,"Carpets & other textile floor coverings, hand-knotted or hand-inserted, w/ov 50% by weight of the pile of fine animal hair, nesoi"
57,3,57011040,5701.10.40,"Carpets and other textile floor coverings, of wool or fine animal hair, hand-hooked (tufts were inserted and knotted by hand or hand tool)"
57,4,57011090,5701.10.90,"Carpets and other textile floor coverings, of wool or fine animal hair, not hand-hooked, not hand knotted during weaving"
57,5,57019010,5701.90.10,"Carpet and oth textile floor covering, knotted,of text. materials (not wool/hair) nesoi, pile inserted & knotted during weaving or knitting"
57,6,57019020,5701.90.20,"Carpet & oth textile floor covering, knotted, of text materials (not wool/hair) nesoi,not w/pile inserted & knotted during weaving/knitting"
57,7,57021010,5702.10.10,"Certified hand-loomed and folklore products being Kelem, Schumacks, Karamanie and similar hand-woven rugs"
57,8,57021090,5702.10.90,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, other than certified hand-loomed and folklore products"
57,9,57022010,5702.20.10,"Floor coverings of coconut fibers (coir), woven, not tufted or flocked, with pile"
57,10,57022020,5702.20.20,"Floor coverings of coconut fibers (coir), woven, not tufted or flocked, other than with pile"
57,11,57023110,5702.31.10,"Wilton, velvet and like floor coverings of pile construction, woven, not tufted or flocked, not made up, of wool or fine animal hair"
57,12,57023120,5702.31.20,"Carpets and other textile floor coverings of pile construction, woven, not tufted or flocked, not made up, of wool/fine animal hair, nesoi"
57,13,57023210,5702.32.10,"Wilton, velvet and like floor coverings of pile construction, woven, not tufted or flocked, not made up, of man-made textile materials"
57,14,57023220,5702.32.20,"Carpets & other textile floor coverings of pile construction, woven,not tufted or flocked, not made up, of man-made textile materials, nesoi"
57,15,57023910,5702.39.10,"Carpets and other textile floor coverings of pile construction, woven, not tufted or flocked, not made up, of jute"
57,16,57023920,5702.39.20,"Carpets and other textile floor coverings of pile construction, woven, not tufted or flocked, not made up, of other textile materials nesoi"
57,17,57024110,5702.41.10,"Wilton, velvet and like floor coverings of pile construction, woven, not tufted or flocked, made up, of wool or fine animal hair"
57,18,57024120,5702.41.20,"Carpets and other textile floor coverings of pile construction, woven, not tufted or flocked, made up, of wool or fine animal hair, nesoi"
57,19,57024210,5702.42.10,"Wilton, velvet and like floor coverings of pile construction, woven, not tufted or flocked, made up, of man-made textile materials"
57,20,57024220,5702.42.20,"Carpets and other textile floor coverings, of pile construction, woven, not tufted or flocked, made up, of man-made textile materials, nesoi"
58,1,58011000,5801.10.00,"Woven pile fabrics and chenille fabrics, other than fabrics of heading 5802 or 5806, of wool or fine animal hair"
58,2,58012100,5801.21.00,"Uncut weft pile fabrics of cotton, other than fabrics of heading 5802 or 5806"
58,3,58012210,5801.22.10,"Cut corduroy woven pile fabrics of cotton, greater than 7.5 wales per cm, other than fabrics of heading 5802 or 5806"
58,4,58012290,5801.22.90,"Cut corduroy woven pile fabrics of cotton, less than 7.5 wales per cm, other than fabrics of heading 5802 or 5806"
58,5,58012300,5801.23.00,"Weft pile fabrics, cut, of cotton, other than fabrics of heading 5802 or 5806, nesoi"
58,6,58012600,5801.26.00,"Chenille fabrics of cotton, other than fabrics of heading 5802 or 5806"
58,7,58012710,5801.27.10,"Warp pile fabrics, epingle (uncut), of cotton, other than fabrics of heading 5802 or 5806"
58,8,58012750,5801.27.50,"Warp pile fabrics, cut, of cotton, other than fabrics of heading 5802 or 5806"
58,9,58013100,5801.31.00,"Uncut weft pile fabrics of man-made fibers, other than fabrics of heading 5802 or 5806"
58,10,58013200,5801.32.00,"Cut corduroy of man-made fibers, other than fabrics of heading 5802 or 5806"
58,11,58013300,5801.33.00,"Weft pile fabrics of man-made fibers, cut, other than fabrics of heading 5802 or 5806, nesoi"
58,12,58013600,5801.36.00,"Chenille fabrics of man-made fibers, other than fabrics of heading 5802 or 5806"
58,13,58013710,5801.37.10,"Warp pile fabrics, epingle (uncut), of man-made fibers, other than fabrics of heading 5802 or 5806"
58,14,58013750,5801.37.50,"Warp pile fabrics, cut, of man-made fibers, other than fabrics of heading 5802 or 5806"
58,15,58019010,5801.90.10,"Woven pile fabrics and chenille fabrics of vegetable fibers except cotton, other than fabrics of heading 5802 or 5806"
58,16,58019020,5801.90.20,"Woven pile fabrics and chenille fabrics of textile materials nesoi, other than fabrics of heading 5802 or 5806"
58,17,58021010,5802.10.10,"Terry toweling and similar woven terry fabrics (other than narrow fabrics of heading 5806) of cotton, unbleached"
58,18,58021090,5802.10.90,"Terry toweling and similar woven terry fabrics (other than narrow fabrics of heading 5806) of cotton, other than unbleached"
58,19,58022000,5802.20.00,Terry toweling and similar woven terry fabrics (other than narrow fabrics of heading 5806) of textile materials other than cotton
58,20,58023000,5802.30.00,"Tufted textile fabrics, other than products of heading 5703"
59,1,59011010,5901.10.10,"Textile fabrics coated with gum or amylaceous substances, of a kind used for outer covers of books or the like, of man-made fibers"
59,2,59011020,5901.10.20,"Textile fabrics coated with gum or amylaceous substances, of a kind used for outer covers of books or the like, other than man-made fibers"
59,3,59019020,5901.90.20,"Tracing cloth, prepared painting canvas, buckram and similar stiffened textile fabrics used in hat foundations, of man-made fibers"
59,4,59019040,5901.90.40,"Tracing cloth, prepared painting canvas, buckram and similar stiffened textile fabrics used in hat foundations, except of man-made fibers"
59,5,59021000,5902.10.00,Tire cord fabric of high tenacity yarn of nylon or other polyamides
59,6,59022000,5902.20.00,Tire cord fabric of high tenacity yarn of polyesters
59,7,59029000,5902.90.00,Tire cord fabric of high tenacity yarns of viscose rayon
59,8,59031010,5903.10.10,"Textile fabrics of cotton, impregnated, coated, covered or laminated with polyvinyl chloride"
59,9,59031015,5903.10.15,"Textile fabric spec in note 9 to sect XI, of man-made fibers, impreg, coated, covered or laminated w/polyvinyl chloride, over 60% plastics"
59,10,59031018,5903.10.18,"Textile fabrics spec in note 9 to section XI, of man-made fibers, impregnated, coated, covered or laminated with polyvinyl chloride, nesoi"
59,11,59031020,5903.10.20,"Textile fabrics nesoi,of man-made fibers,impregnated, coated, covered or laminated with polyvinyl chloride, over 70% wt. rubber or plastics"
59,12,59031025,5903.10.25,"Textile fabrics nesoi,of man-made fibers,impregnated,coated,covered or laminated with polyvinyl chloride, n/o 70% by wt. rubber or plastics"
59,13,59031030,5903.10.30,"Textile fabrics nesoi, impregnated, coated, covered or laminated with polyvinyl chloride, other than those of heading 5902"
59,14,59032010,5903.20.10,"Textile fabrics of cotton, impregnated, coated, covered or laminated with polyurethane"
59,15,59032015,5903.20.15,"Textile fabrics spec in note 9 to section XI, of man-made fibers, impreg, coated, covered or laminated with polyurethane, over 60% plastics"
59,16,59032018,5903.20.18,"Textile fabrics specified in note 9 to section XI, of man-made fibers, impregnated, coated, covered or laminated with polyurethane, nesoi"
59,17,59032020,5903.20.20,"Textile fabrics of man-made fibers, impregnated, coated, covered or laminated with polyurethane, over 70% weight rubber or plastics"
59,18,59032025,5903.20.25,"Textile fabrics of man-made fibers, impregnated, coated, covered or laminated with polyurethane, n/o 70% by weight rubber or plastics"
59,19,59032030,5903.20.30,"Textile fabrics nesoi, impregnated, coated, covered or laminated with polyurethane"
59,20,59039010,5903.90.10,"Textile fabrics of cotton, impregnated, coated, covered or laminated with plastics nesoi, other than those of heading 5902"
60,1,60011020,6001.10.20,Knitted or crocheted long pile fabrics of man-made fibers
60,2,60011060,6001.10.60,"Knitted or crocheted long pile fabrics, other than of man-made fibers"
60,3,60012100,6001.21.00,Knitted or crocheted looped pile fabrics of cotton
60,4,60012200,6001.22.00,Knitted or crocheted looped pile fabrics of man-made fibers
60,5,60012900,6001.29.00,"Knitted or crocheted looped pile fabrics of textile materials, other than of cotton or man-made fibers"
60,6,60019100,6001.91.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of cotton
60,7,60019200,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
60,8,60019910,6001.99.10,"Knitted or crocheted pile fabrics (except long or looped pile), of tex mats other than cotton or mmf, containing 85% or more by wt of silk"
60,9,60019990,6001.99.90,"Knitted or crocheted pile fabrics (except long or looped pile), of tex mats other than cotton or mmf, cont less than 85% by wt of silk,"
60,10,60024040,6002.40.40,"Knitted or crocheted fabrics nesoi, width not exceeding 30 cm, containing 5% or more elastomeric yarn but no rubber thread, of cotton"
60,11,60024080,6002.40.80,"Knitted or crocheted fabrics nesoi, width n/o 30 cm, containing 5% or more elastomeric yarn but no rubber thread, other than of cotton"
60,12,60029040,6002.90.40,"Knitted or crocheted fabrics nesoi, width not exceeding 30 cm, containing 5% or more elastomeric yarn or rubber thread nesoi, of cotton"
60,13,60029080,6002.90.80,"Knitted or crocheted fabrics nesoi, width n/o 30 cm, containing 5% or more elastomeric yarn or rubber thread nesoi, other than of cotton"
60,14,60031010,6003.10.10,"Warp knit open-worked fabrics of wool or fine animal hair, width not exceeding 30 cm, other than those of heading 6001 or 6002"
60,15,60031090,6003.10.90,"Knitted or crocheted fabrics of wool or fine animal hair nesoi, width not exceeding 30 cm, other than those of heading 6001 or 6002"
60,16,60032010,6003.20.10,"Warp knit open-worked fabrics of cotton, width not exceeding 30 cm, other than those of heading 6001 or 6002"
60,17,60032030,6003.20.30,"Knitted or crocheted fabrics of cotton (other than warp knit open-worked), width not exceed 30 cm, other than those of heading 6001 or 6002"
60,18,60033010,6003.30.10,"Warp knit open-worked fabrics of synthetic fibers, width not exceeding 30 cm, other than those of heading 6001 or 6002"
60,19,60033060,6003.30.60,"Knitted or crocheted fabrics of synthetic fibers nesoi, width not over 30 cm, other than those of heading 6001 or 6002"
60,20,60034010,6003.40.10,"Warp knit open-worked fabrics of artificial fibers, width not exceeding 30 cm, other than those of heading 6001 or 6002"
61,1,61012000,6101.20.00,"Men's or boys' overcoats, carcoats, capes, cloaks, anoraks, windbreakers and similar articles, knitted or crocheted, of cotton"
61,2,61013010,6101.30.10,"Men's or boys' overcoats, carcoats, capes and like articles knitted or crocheted, of man-made fibers, 25% or more by weight of leather"
61,3,61013015,6101.30.15,"Men's or boy's overcoat,etc.,knitted or crocheted, of manmade fibers, containing 23% or more wool or fine animal hair, nesoi"
61,4,61013020,6101.30.20,"Men's or boy's overcoats, carcoats, capes, cloaks, windbreakers and similar articles, knitted or crocheted, of man-made fibers, nesoi"
61,5,61019005,6101.90.05,"Men's or boys' overcoats, carcoats, capes, cloaks, windbreakers and similar articles, knitted or crocheted, of wool or fine animal hair"
61,6,61019010,6101.90.10,"Men's or boys' overcoats, carcoats, etc., of tex mats (other than wool, cotton or mmf), cont 70%  or more wt of silk, knitted or crocheted"
61,7,61019090,6101.90.90,"Men's or boys' overcoats, carcoats, etc., of tex mats (other than wool, cotton or mmf), cont less than 70%  wt silk, knitted or crocheted"
61,8,61021000,6102.10.00,"Women's or girls' overcoats, carcoats, capes, windbreakers and similar articles, knitted or crocheted, of wool or fine animal hair"
61,9,61022000,6102.20.00,"Women's or girls' overcoats, carcoats, capes, cloaks, anoraks, windbreakers and similar articles, knitted or crocheted, of cotton"
61,10,61023005,6102.30.05,"Women's or girls' overcoats, carcoats, etc., knitted or crocheted, of manmade fibers, cont. 25% or more by weight of leather"
61,11,61023010,6102.30.10,"Women's or girls' overcoats, carcoats, etc., knitted or crocheted, of manmade fibers, containing 23% or more of wool or fine animal hair"
61,12,61023020,6102.30.20,"Women's or girls' overcoats, carcoats, capes, windbreakers and similar articles, knitted or crocheted, of manmade fibers, nesoi"
61,13,61029010,6102.90.10,"Women's or girls' overcoats, carcoats, etc., of tex mats (other than wool, cotton or mmf), cont 70%  or more wt of silk, knitted or crochet"
61,14,61029090,6102.90.90,"Women's or girls' overcoats, carcoats, etc., of tex mats (other than wool, cotton or mmf), cont less than 70%  wt of silk, knitted/crocheted"
61,15,61031010,6103.10.10,"Men's or boys' suits, knitted or crocheted, of wool or fine animal hair"
61,16,61031020,6103.10.20,"Men's or boys' suits, knitted or crocheted, of synthetic fibers, containing 23 percent or more of wool or fine animal hair"
61,17,61031030,6103.10.30,"Men's or boys' suits, knitted or crocheted, of synthetic fibers, nesoi"
61,18,61031040,6103.10.40,"Men's or boys' suits, knitted or crocheted, of artificial fibers, containing 23 percent or more of wool or fine animal hair"
61,19,61031050,6103.10.50,"Men's or boys' suits, knitted or crocheted, of artificial fibers, nesoi"
61,20,61031060,6103.10.60,"Men's or boys' suits, knitted or crocheted, of cotton"
62,1,62012011,6201.20.11,"Men's or boys' overcoats, carcoats, capes, cloaks and similar coats of wool or fine animal hair, not knitted or crocheted"
62,2,62012019,6201.20.19,"Rec perf. outwear, men's/boys' padded, sleeveless jackets, not knit/crochet, of wool or fine animal"
62,3,62012029,6201.20.29,"Rec perf outwear, men's or boys' anoraks, windbreakers and similar articles nesoi, not knitted or crocheted, of wool or fine animal hair"
62,4,62012035,6201.20.35,"Men's or boys' padded, sleeveless jackets, not knitted or crocheted, of wool or fine animal hair, o/than rec. perf outwear"
62,5,62012040,6201.20.40,"Men's or boys' anoraks, windbreakers and similar articles nesoi, not knitted or crocheted, of wool or fine animal hair, o/than rec perf outwear"
62,6,62013012,6201.30.12,"Men's or boys' overcoats, carcoats, capes & similar coats of cotton, not knit/crochet, containing 15% or more by wt of down, etc"
62,7,62013020,6201.30.20,"Men's or boys' overcoats, carcoats, capes & similar coats of cotton, not knit or crocheted, not containing 15% or more by wt of down, etc"
62,8,62013030,6201.30.30,"Rec perf outwear, men's/boys' anoraks, windbreakers & similar articles, not knit/crochet, of cotton, containing 15% or more by weight of down, etc"
62,9,62013040,6201.30.40,"Rec perf outwear, men's or boys' anoraks, windbreakers and similar articles, nesoi, not knitted or crocheted, of cotton, water resistant"
62,10,62013050,6201.30.50,"Rec perf outwear, men's/boys' anoraks, windbreakers & similar articles nesoi, not knit/crochet, of cotton, not cont. 15% or more by wt of down, etc"
62,11,62013060,6201.30.60,"Men's/boys' anoraks, windbreakers & sim articles, not knit/crochet, of cotton, containing 15% or more by weight down, etc, o/than rec perf outwear"
