query_id,canonical_hts_number,canonical_hts_digits,original_description,standardized_description,standardized_query,noise_flags,noise_score,quality_flags,quality_score,eval_eligible
std-a0d8c2c3ce12,4911.99.60.00,4911996000,Collectible Sports Cards,Collectible Sports Cards,collectible sports cards,,0,no_semantic_overlap,55,
std-9eceab812523,4911.99.60.00,4911996000,craft stickers,craft stickers,craft stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-ec19781745da,4911.99.60.00,4911996000,"""CRUSH ICE"" VINYL STICKER","""CRUSH ICE"" VINYL STICKER",crush ice vinyl sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-fa9f752ff8b4,4911.99.60.00,4911996000,Currency Series Holiday 2025 Partridge Snowflake & Snowman,Currency Series Holiday 2025 Partridge Snowflake & Snowman,currency series holiday partridge snowflake and snowman,,0,no_semantic_overlap,55,
std-5fd381a3f976,4911.99.60.00,4911996000,Currency Series 4 Sapphire #15 Double Eagle,Currency Series 4 Sapphire #15 Double Eagle,currency series sapphire double eagle,,0,no_semantic_overlap,55,
std-2e23103d042b,4911.99.60.00,4911996000,Custom Glossy or Holographic Photocards: Personalized Keepsakes,Custom Glossy or Holographic Photocards: Personalized Keepsakes,custom glossy or holographic photocards personalized keepsakes,html|options,2,no_semantic_overlap,55,
std-14c28a21ee15,4911.99.60.00,4911996000,Custom Magic The Gathering Card in Graded Slab,Custom Magic The Gathering Card in Graded Slab,custom magic the gathering card in graded slab,html|options,2,no_semantic_overlap,55,
std-d3b6f23bd2d3,4911.99.60.00,4911996000,custom one piece don!! cards,custom one piece don!! cards,custom one piece don cards,html|options,2,no_semantic_overlap,55,
std-0f51ba139a1c,4911.99.60.00,4911996000,Custom Patch Sports Card in Case,Custom Patch Sports Card in Case,custom patch sports card in case,html|options,2,no_semantic_overlap,55,
std-24ef5af1fe8c,4911.99.60.00,4911996000,Custom Pokemon Card in Graded Slab,Custom Pokemon Card in Graded Slab,custom pokemon card in graded slab,html|options,2,no_semantic_overlap,55,
std-d28fd2ba4369,4911.99.60.00,4911996000,Custom Sports Card in Graded Slab (Message for bulk rates!),Custom Sports Card in Graded Slab (Message for bulk rates!),custom sports card in graded slab message for bulk rates,html|options,2,no_semantic_overlap,55,
std-64db98b7e7d7,4911.99.60.00,4911996000,Custom Sports Cards in Graded Slab (Message for bulk rates!),Custom Sports Cards in Graded Slab (Message for bulk rates!),custom sports cards in graded slab message for bulk rates,html|options,2,no_semantic_overlap,55,
std-d9c99bae0601,4911.99.60.00,4911996000,DC Foldees,DC Foldees,dc foldees,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-41fe11cdbf2a,4911.99.60.00,4911996000,Deck Box,Deck Box,deck box,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-69cbccdd5f5a,4911.99.60.00,4911996000,Depressed Howl Waterproof Stickers to gift to your drama queen friends,Depressed Howl Waterproof Stickers to gift to your drama queen friends,depressed howl waterproof stickers to gift to your drama queen friends,html|options,2,no_semantic_overlap,55,
std-77d86b666a6a,4911.99.60.00,4911996000,Die Cut Sticker,Die Cut Sticker,die cut sticker,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-7a0af2f323a7,4911.99.60.00,4911996000,Document,Document,document,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-10bb20b5e753,4911.99.60.00,4911996000,2009 DONRUSS AMERICANA CARY GRANT / INGRID BERGMAN MOVIE POSTERS DUAL RELIC /500,2009 DONRUSS AMERICANA CARY GRANT / INGRID BERGMAN MOVIE POSTERS DUAL RELIC / 500,donruss americana cary grant ingrid bergman movie posters dual relic,options,1,no_semantic_overlap,55,
std-4ba4dc129720,4911.99.60.00,4911996000,2009 DONRUSS AMERICANA ELIZABETH TAYLOR MONTGOMERY CLIFT MOVIE POSTER RELIC /500,2009 DONRUSS AMERICANA ELIZABETH TAYLOR MONTGOMERY CLIFT MOVIE POSTER RELIC / 500,donruss americana elizabeth taylor montgomery clift movie poster relic,options,1,no_semantic_overlap,55,
std-b32008f868ab,4911.99.60.00,4911996000,double sided cardstock bookmark,double sided cardstock bookmark,double sided cardstock bookmark,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-47219634909c,4911.99.60.00,4911996000,Dragon Ball Super: Fusion World Accessories Set 1 Son Goku vs Frieza,Dragon Ball Super: Fusion World Accessories Set 1 Son Goku vs Frieza,dragon ball super fusion world accessories set son goku vs frieza,html|options,2,no_semantic_overlap,55,
std-fcd9e62d206f,4911.99.60.00,4911996000,Dragon Ball Super: Fusion World Accessories Set 2 Vegito,Dragon Ball Super: Fusion World Accessories Set 2 Vegito,dragon ball super fusion world accessories set vegito,html|options,2,no_semantic_overlap,55,
std-5bdbe65977c9,4911.99.60.00,4911996000,Dragon Ball Super: Fusion World Card Case & Sleeves Set 1 Bardock,Dragon Ball Super: Fusion World Card Case & Sleeves Set 1 Bardock,dragon ball super fusion world card case and sleeves set bardock,,0,no_semantic_overlap,55,
std-2787d2b1aa9e,4911.99.60.00,4911996000,Dragon Ball Super: Fusion World Card Case & Sleeves Set 3 - Gogeta,Dragon Ball Super: Fusion World Card Case & Sleeves Set 3 - Gogeta,dragon ball super fusion world card case and sleeves set gogeta,,0,no_semantic_overlap,55,
std-deeefa51dd5c,4911.99.60.00,4911996000,Dragon's Lair Series 1 Trading Cards Blaster Box (2 Packs Per Box),Dragon's Lair Series 1 Trading Cards Blaster Box (2 Packs Per Box),dragon's lair series trading cards blaster box packs per box,,0,no_semantic_overlap,55,
std-ae49eec9d959,4911.99.60.00,4911996000,EMILY CLARK Rookie PSA 10 #70 2024-25 Upper Deck PWHL 1st Edition Outburst,EMILY CLARK Rookie PSA 10 #70 2024-25 Upper Deck PWHL 1st Edition Outburst,emily clark rookie psa upper deck pwhl 1st edition outburst,html|options,2,model_number|no_semantic_overlap,30,
std-c71661dd6f4f,4911.99.60.00,4911996000,"900 Emoji Stickers 8 Stickers Sheets | Holographic Star Shimmer, Journaling, Gifts , Planner","900 Emoji Stickers 8 Stickers Sheets | Holographic Star Shimmer, Journaling, Gifts , Planner","emoji stickers sheets holographic star shimmer, journaling, gifts , planner",html|options,2,no_semantic_overlap,55,
std-c9f28824a6cc,4911.99.60.00,4911996000,Empty Card Wrappers,Empty Card Wrappers,empty card wrappers,,0,no_semantic_overlap,55,
std-eff1d9ff051b,4911.99.60.00,4911996000,"Enchanted Slumber Mystery ""All in One Box""","Enchanted Slumber Mystery ""All in One Box""",enchanted slumber mystery all in one box,,0,no_semantic_overlap,55,
std-fb2fc44ad3e3,4911.99.60.00,4911996000,Enchanted Slumber Mystery - Installment 1,Enchanted Slumber Mystery - Installment 1,enchanted slumber mystery installment,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-bc504a9ef95c,4911.99.60.00,4911996000,"Escape the Master Loop Mystery ""All in One Box""","Escape the Master Loop Mystery ""All in One Box""",escape the master loop mystery all in one box,,0,no_semantic_overlap,55,
std-684d704356f1,4911.99.60.00,4911996000,Escape the Master Loop Mystery - Installment 1,Escape the Master Loop Mystery - Installment 1,escape the master loop mystery installment,,0,no_semantic_overlap,55,
std-b2ac77ecf607,4911.99.60.00,4911996000,FIFTY FIFTY - Eeny meeny miny moe Custom Fan-Made K-pop Photocards,FIFTY FIFTY - Eeny meeny miny moe Custom Fan-Made K-pop Photocards,fifty eeny meeny miny moe custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-022178fe78d9,4911.99.60.00,4911996000,FIFTY FIFTY - Pookie Custom Fan-Made K-pop Photocards,FIFTY FIFTY - Pookie Custom Fan-Made K-pop Photocards,fifty pookie custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-cc099094f23b,4911.99.60.00,4911996000,first-edition-booster-box,first-edition-booster-box,first edition booster box,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-f63648178adc,4911.99.60.00,4911996000,1997 FLAIR SHOWCASE ROCKY COPPINGER #108 ROW 2 LEGACY COLLECTION #ED /100 SCARCE,1997 FLAIR SHOWCASE ROCKY COPPINGER #108 ROW 2 LEGACY COLLECTION #ED / 100 SCARCE,flair showcase rocky coppinger row legacy collection ed scarce,options,1,no_semantic_overlap,55,
std-50ef3596930f,4911.99.60.00,4911996000,2003-04 FLEER PATCHWORKS KENYON MARTIN GAME-USED 3 CLR JERSEY PATCH #ED /100,2003-04 FLEER PATCHWORKS KENYON MARTIN GAME-USED 3 CLR JERSEY PATCH #ED / 100,fleer patchworks kenyon martin game used clr jersey patch ed,options,1,no_semantic_overlap,55,
std-33ad249b8cf4,4911.99.60.00,4911996000,1995-96 Fleer Ultra Patrick Roy Premier Padmen Pad Men Insert Card #10 ( Item ID: 125097773486),1995-96 Fleer Ultra Patrick Roy Premier Padmen Pad Men Insert Card #10 ( Item ID: 125097773486),fleer ultra patrick roy premier padmen pad men insert card item id,html|options,2,no_semantic_overlap,55,
std-22fe7c72a5e3,4911.99.60.00,4911996000,"Fluffy Dog Vinyl Sticker, Relatable Mood, Journal Decor","Fluffy Dog Vinyl Sticker, Relatable Mood, Journal Decor","fluffy dog vinyl sticker, relatable mood, journal decor",,0,no_semantic_overlap,55,
std-c8e2cada59a4,4911.99.60.00,4911996000,Football Card,Football Card,football card,,0,no_semantic_overlap,55,
std-2d57c962a5db,4911.99.60.00,4911996000,football card box lot,football card box lot,football card box lot,,0,no_semantic_overlap,55,
std-828e888d120f,4911.99.60.00,4911996000,Football Cards,Football Cards,football cards,,0,no_semantic_overlap,55,
std-34938e0d0c70,4911.99.60.00,4911996000,Forgetful Seal Sticker: Funny Waterproof Laptop Decal,Forgetful Seal Sticker: Funny Waterproof Laptop Decal,forgetful seal sticker funny waterproof laptop decal,,0,no_semantic_overlap,55,
std-4a5e4a12adef,4911.99.60.00,4911996000,Frieren Anime Chibi Sticker Sheets | Episode One,Frieren Anime Chibi Sticker Sheets | Episode One,frieren anime chibi sticker sheets episode one,options,1,no_semantic_overlap,55,
std-f654f58829ef,4911.99.60.00,4911996000,Frieren Fern and Stark || Cute Chibi Anime Couple Stickers Waterproof,Frieren Fern and Stark || Cute Chibi Anime Couple Stickers Waterproof,frieren fern and stark cute chibi anime couple stickers waterproof,options,1,no_semantic_overlap,55,
std-464e7bcd35e4,4911.99.60.00,4911996000,"Fruits Basket Anime Sticker | Kyo and Tohru Chibi Couple, Waterproof Furuba","Fruits Basket Anime Sticker | Kyo and Tohru Chibi Couple, Waterproof Furuba","fruits basket anime sticker kyo and tohru chibi couple, waterproof furuba",options,1,no_semantic_overlap,55,
std-ba0e1ba1ee7e,4911.99.60.00,4911996000,Game Play Mat,Game Play Mat,game play mat,,0,no_semantic_overlap,55,
std-24436dbcd754,4911.99.60.00,4911996000,2003-04 IN THE GAME USED RAY BOURQUE VINTAGE MEMORABILIA JERSEY AUTOGRAPH /25,2003-04 IN THE GAME USED RAY BOURQUE VINTAGE MEMORABILIA JERSEY AUTOGRAPH / 25,game used ray bourque vintage memorabilia jersey autograph,options,1,no_semantic_overlap,55,
std-65ecafec768c,4911.99.60.00,4911996000,GBLI Couples || Anime Chibi Couple Stickers Waterproof,GBLI Couples || Anime Chibi Couple Stickers Waterproof,gbli couples anime chibi couple stickers waterproof,options,1,no_semantic_overlap,55,
std-cff2cf62c0cd,4911.99.60.00,4911996000,Giannis Antetokounmpo #GF-08 2020-21 Leaf The Greak Freak Collection Milwaukee,Giannis Antetokounmpo #GF-08 2020-21 Leaf The Greak Freak Collection Milwaukee,giannis antetokounmpo gf leaf the greak freak collection milwaukee,,0,no_semantic_overlap,55,
std-1096a7f2b6a6,4911.99.60.00,4911996000,Gifted merchandise,Gifted merchandise,gifted merchandise,html|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-cb7bcd1086d7,4911.99.60.00,4911996000,GOLF TRADING CARD,GOLF TRADING CARD,golf trading card,,0,no_semantic_overlap,55,
std-3cb550c7fbab,4911.99.60.00,4911996000,GOLF TRADING CARDS,GOLF TRADING CARDS,golf trading cards,,0,no_semantic_overlap,55,
std-79eeacf82a30,4911.99.60.00,4911996000,Graded baseball card,Graded baseball card,graded baseball card,html|options,2,no_semantic_overlap,55,
std-1e603914bb01,4911.99.60.00,4911996000,Graded Card,Graded Card,graded card,html|options,2,no_semantic_overlap,55,
std-e998aec36d68,4911.99.60.00,4911996000,"Gradient Star Sticker Sheet | 6-Sheet Matte Vinyl Waterproof | Planner, Journal, Deco","Gradient Star Sticker Sheet | 6-Sheet Matte Vinyl Waterproof | Planner, Journal, Deco","gradient star sticker sheet matte vinyl waterproof planner, journal, deco",options,1,no_semantic_overlap,55,
std-688b7e96a953,4911.99.60.00,4911996000,Guide Book,Guide Book,guide book,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-765d72cce519,4911.99.60.00,4911996000,The Guy She Was Interested in Wasn't a Guy at All || Cute Chibi Anime Couple Sticker of Aya Oosawa and Mitsuki Koga Waterproof Green Yuri,The Guy She Was Interested in Wasn't a Guy at All || Cute Chibi Anime Couple Sticker of Aya Oosawa and Mitsuki Koga Waterproof Green Yuri,guy she was interested in wasn't a guy at all cute chibi anime couple sticker of aya oosawa and mitsuki koga waterproof green yuri,options,1,no_semantic_overlap,55,
std-72ca90204131,4911.99.60.00,4911996000,"Haikyuu Sticker Sheets || 4"" x 6"" A6 Cute Chibi Anime Sticker Sheets","Haikyuu Sticker Sheets || 4"" x 6"" A6 Cute Chibi Anime Sticker Sheets",haikyuu sticker sheets x a6 cute chibi anime sticker sheets,options,1,model_number|no_semantic_overlap,30,
std-4f15b96ffd24,4911.99.60.00,4911996000,Hilary Knight Rookie Outburst Silver #62 2024-25 Upper Deck PWHL Young Guns,Hilary Knight Rookie Outburst Silver #62 2024-25 Upper Deck PWHL Young Guns,hilary knight rookie outburst silver upper deck pwhl young guns,,0,no_semantic_overlap,55,
std-2c3f8346c2c1,4911.99.60.00,4911996000,"HM Animal Parade || Chibi Anime 4"" x 6"" A6 Sticker Sheets","HM Animal Parade || Chibi Anime 4"" x 6"" A6 Sticker Sheets",hm animal parade chibi anime x a6 sticker sheets,options,1,model_number|no_semantic_overlap,30,
std-797031c10f8e,4911.99.60.00,4911996000,"HM/SOS A Wonderful Life || Chibi Anime 4"" x 6"" A6 Sticker Sheets","HM / SOS A Wonderful Life || Chibi Anime 4"" x 6"" A6 Sticker Sheets",hm sos a wonderful life chibi anime x a6 sticker sheets,options,1,model_number|no_semantic_overlap,30,
std-a4517a95dec3,4911.99.60.00,4911996000,"HM/SOS Friends of Mineral Town || Cute Chibi Anime 4"" x 6"" Sticker Sheets","HM / SOS Friends of Mineral Town || Cute Chibi Anime 4"" x 6"" Sticker Sheets",hm sos friends of mineral town cute chibi anime x sticker sheets,options,1,no_semantic_overlap,55,
std-452138fda546,4911.99.60.00,4911996000,"HM/SOS Grand Bazaar Bachelors & Bachelorettes || || Chibi Anime 4"" x 6"" Sticker Sheet","HM / SOS Grand Bazaar Bachelors & Bachelorettes || || Chibi Anime 4"" x 6"" Sticker Sheet",hm sos grand bazaar bachelors and bachelorettes chibi anime x sticker sheet,options,1,no_semantic_overlap,55,
std-61e8cd60577d,4911.99.60.00,4911996000,Hockey Card,Hockey Card,hockey card,,0,no_semantic_overlap,55,
std-ce0528857c4b,4911.99.60.00,4911996000,Hockey card packs,Hockey card packs,hockey card packs,,0,no_semantic_overlap,55,
std-32be0ab92f92,4911.99.60.00,4911996000,hockey card set,hockey card set,hockey card set,,0,no_semantic_overlap,55,
std-41b95f0fe5c3,4911.99.60.00,4911996000,Hockey Card - 2013/14 Upper Deck The Cup - Roenick / Giroux - Dual Signature Patch Auto - 5/35,Hockey Card - 2013 / 14 Upper Deck The Cup - Roenick / Giroux - Dual Signature Patch Auto - 5 / 35,hockey card upper deck the cup roenick giroux dual signature patch auto,options,1,no_semantic_overlap,55,
std-cd141316c576,4911.99.60.00,4911996000,hockey cards,hockey cards,hockey cards,,0,no_semantic_overlap,55,
std-5319dd83a2a1,4911.99.60.00,4911996000,Hockey Cards Sets,Hockey Cards Sets,hockey cards sets,,0,no_semantic_overlap,55,
std-6cdda75fc550,4911.99.60.00,4911996000,"Hockey Cards, Hockey Puck","Hockey Cards, Hockey Puck","hockey cards, hockey puck",,0,no_semantic_overlap,55,
std-0483a7e20896,4911.99.60.00,4911996000,HOCKEY 8X10 PHOTO,HOCKEY 8X10 PHOTO,hockey photo,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-6d5a96fbe1f9,4911.99.60.00,4911996000,Hockey Trading Card,Hockey Trading Card,hockey trading card,,0,no_semantic_overlap,55,
std-1c11184ebb21,4911.99.60.00,4911996000,Holographic cardboard trading card,Holographic cardboard trading card,holographic cardboard trading card,,0,no_semantic_overlap,55,
std-65dbad7bfaff,4911.99.60.00,4911996000,"Holographic Star Sticker Sheet | Planner, Journal, Decor, Classroom Award, DIY Craft","Holographic Star Sticker Sheet | Planner, Journal, Decor, Classroom Award, DIY Craft","holographic star sticker sheet planner, journal, decor, classroom award, diy craft",options,1,no_semantic_overlap,55,
std-5ff8ce3d7e27,4911.99.60.00,4911996000,1990 Hoops Basketball Superstars #12 Michael Jordan Yellow Border PSA 9 MINT Chicago Bulls The GOAT,1990 Hoops Basketball Superstars #12 Michael Jordan Yellow Border PSA 9 MINT Chicago Bulls The GOAT,hoops basketball superstars michael jordan yellow border psa mint chicago bulls the goat,html|options,2,no_semantic_overlap,55,
std-1d1642365cca,4911.99.60.00,4911996000,"HQ Sticker Sheets || 4"" x 6"" Cute Chibi Anime Sticker Sheets","HQ Sticker Sheets || 4"" x 6"" Cute Chibi Anime Sticker Sheets",hq sticker sheets x cute chibi anime sticker sheets,options,1,no_semantic_overlap,55,
std-f32c2baff814,4911.99.60.00,4911996000,ifeye - r u okay? Custom Fan-Made K-pop Photocards,ifeye - r u okay? Custom Fan-Made K-pop Photocards,ifeye r u okay custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-735496db710a,4911.99.60.00,4911996000,"InSpectre Chibi Couple Sticker | Kotoko & Kurou, Waterproof Vinyl","InSpectre Chibi Couple Sticker | Kotoko & Kurou, Waterproof Vinyl","inspectre chibi couple sticker kotoko and kurou, waterproof vinyl",options,1,no_semantic_overlap,55,
std-2bcff5923360,4911.99.60.00,4911996000,Inuyasha || Chibi Anime Couple Sticker | Waterproof Vinyl,Inuyasha || Chibi Anime Couple Sticker | Waterproof Vinyl,inuyasha chibi anime couple sticker waterproof vinyl,options,1,no_semantic_overlap,55,
std-2f30b6f7c135,4911.99.60.00,4911996000,2007-08 ITG BETWEEN THE PIPES VLADISLAV TRETIAK CREASE-CUT G/U EMBLEM PATCH */10,2007-08 ITG BETWEEN THE PIPES VLADISLAV TRETIAK CREASE-CUT G / U EMBLEM PATCH * / 10,itg between the pipes vladislav tretiak crease cut g u emblem patch,html|options,2,no_semantic_overlap,55,
std-56c6bdb690ff,4911.99.60.00,4911996000,2010-11 ITG BTP JAMIE TUCKER 1/1 EXPO JERSEY SILVER 3 CL GAME USED Between Pipes,2010-11 ITG BTP JAMIE TUCKER 1 / 1 EXPO JERSEY SILVER 3 CL GAME USED Between Pipes,itg btp jamie tucker expo jersey silver game used between pipes,html|measure|options,3,no_semantic_overlap,55,
std-fef287807106,4911.99.60.00,4911996000,2004-05 ITG IN THE GAME FRANCHISES PATRICK ROY G/U JERSEY AUTOGRAPH #ED 01/10,2004-05 ITG IN THE GAME FRANCHISES PATRICK ROY G / U JERSEY AUTOGRAPH #ED 01 / 10,itg in the game franchises patrick roy g u jersey autograph ed,options,1,no_semantic_overlap,55,
std-b044d7f8fdb5,4911.99.60.00,4911996000,"2010 ITG SUPERLATIVE NAMEPLATE SIMON GAGNE NAMEPLATE LETTER ""N"" PATCH #ED 1/1","2010 ITG SUPERLATIVE NAMEPLATE SIMON GAGNE NAMEPLATE LETTER ""N"" PATCH #ED 1 / 1",itg superlative nameplate simon gagne nameplate letter n patch ed,options,1,no_semantic_overlap,55,
std-a71a6bfe2cab,4911.99.60.00,4911996000,IVE - ATTIDUDE Custom Fan-Made K-pop Photocards,IVE - ATTIDUDE Custom Fan-Made K-pop Photocards,ive attidude custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-601a4879556a,4911.99.60.00,4911996000,Jackson Blake Cards,Jackson Blake Cards,jackson blake cards,,0,no_semantic_overlap,55,
std-9655877d2cef,4911.99.60.00,4911996000,JASON ALEXANDER 2023 Leaf Anime Nation #ANB-59 It's Simple Physic's Card /199,JASON ALEXANDER 2023 Leaf Anime Nation #ANB-59 It's Simple Physic's Card / 199,jason alexander leaf anime nation anb it's simple physic's card,options,1,no_semantic_overlap,55,
std-14b84675a8f3,4911.99.60.00,4911996000,Joe Burrow PORTALS Green Ice Prizm PSA 10 2023 Panini Football #PO-3 NFL Card,Joe Burrow PORTALS Green Ice Prizm PSA 10 2023 Panini Football #PO-3 NFL Card,joe burrow portals green ice prizm psa panini football po nfl card,html|options,2,no_semantic_overlap,55,
std-b405c4eb6dc4,4911.99.60.00,4911996000,John Beecher Rookie 2023-24 Upper Deck Allure #135 NHL Card Boston Bruins,John Beecher Rookie 2023-24 Upper Deck Allure #135 NHL Card Boston Bruins,john beecher rookie upper deck allure nhl card boston bruins,,0,no_semantic_overlap,55,
std-e0ba18c4d5f2,4911.99.60.00,4911996000,John LeClair 1999-00 O-Pee-Chee OPC All-Topps #AT7 Flyers,John LeClair 1999-00 O-Pee-Chee OPC All-Topps #AT7 Flyers,john leclair o pee chee opc all topps at7 flyers,,0,model_number|no_semantic_overlap,30,
std-9658cad8f4f5,4911.99.60.00,4911996000,Journal Kit,Journal Kit,journal kit,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-9eba95bba881,4911.99.60.00,4911996000,Justin Faulk trading card,Justin Faulk trading card,justin faulk trading card,,0,no_semantic_overlap,55,
std-be13bb393670,4911.99.60.00,4911996000,KATSEYE - Gameboy Custom Fan-Made K-pop Photocards,KATSEYE - Gameboy Custom Fan-Made K-pop Photocards,katseye gameboy custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-bcc9343b9075,4911.99.60.00,4911996000,KATSEYE - Gnarly Custom Fan-Made K-pop Photocards,KATSEYE - Gnarly Custom Fan-Made K-pop Photocards,katseye gnarly custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-2f08dd2043cf,4911.99.60.00,4911996000,KATSEYE - Touch Custom Fan-Made K-pop Photocards,KATSEYE - Touch Custom Fan-Made K-pop Photocards,katseye touch custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-479b3390eb53,4911.99.60.00,4911996000,Kayou My Little Pony Trading card bundle,Kayou My Little Pony Trading card bundle,kayou my little pony trading card bundle,,0,no_semantic_overlap,55,
std-03ce71562647,4911.99.60.00,4911996000,Kayou My Little Pony Trading cards,Kayou My Little Pony Trading cards,kayou my little pony trading cards,,0,no_semantic_overlap,55,
std-f6b7c6dcee76,4911.99.60.00,4911996000,Kayou My Little Pony Trading cards booster box,Kayou My Little Pony Trading cards booster box,kayou my little pony trading cards booster box,,0,no_semantic_overlap,55,
std-91e5d6f1fa6e,4911.99.60.00,4911996000,Kayou My Little Pony Trading cards booster box (opened),Kayou My Little Pony Trading cards booster box (opened),kayou my little pony trading cards booster box opened,,0,no_semantic_overlap,55,
std-b9194887cec8,4911.99.60.00,4911996000,Kayou My Little Pony Trading cards booster pack,Kayou My Little Pony Trading cards booster pack,kayou my little pony trading cards booster pack,,0,no_semantic_overlap,55,
std-2c59099d6cbd,4911.99.60.00,4911996000,Kayou My Little Pony Trading cards booster packs,Kayou My Little Pony Trading cards booster packs,kayou my little pony trading cards booster packs,,0,no_semantic_overlap,55,
std-c878944a1e8f,4911.99.60.00,4911996000,Kayou My Little Pony Trading cards booster packs and single cards,Kayou My Little Pony Trading cards booster packs and single cards,kayou my little pony trading cards booster packs and single cards,,0,no_semantic_overlap,55,
std-28cadfc21035,4911.99.60.00,4911996000,Kayou My Little Pony Trading cards mini binder,Kayou My Little Pony Trading cards mini binder,kayou my little pony trading cards mini binder,,0,no_semantic_overlap,55,
std-7895aa19d883,4911.99.60.00,4911996000,2025 KEEPSAKE EDITION STEVE MCQUEEN ARTISTIC RELIC ENCASED #ED /50 GREAT ESCAPE,2025 KEEPSAKE EDITION STEVE MCQUEEN ARTISTIC RELIC ENCASED #ED / 50 GREAT ESCAPE,keepsake edition steve mcqueen artistic relic encased ed great escape,options,1,no_semantic_overlap,55,
std-a273564d74c5,4911.99.60.00,4911996000,KHAMAN MALUACH 2025-26 Topps Chrome #TCAR-KM ROOKIE RC AUTO BLUE REFRACTOR /150,KHAMAN MALUACH 2025-26 Topps Chrome #TCAR-KM ROOKIE RC AUTO BLUE REFRACTOR / 150,khaman maluach topps chrome tcar km rookie rc auto blue refractor,options,1,no_semantic_overlap,55,
std-e2268c9a678f,4911.99.60.00,4911996000,"Kimi ni Todoke Anime Sticker: Sawako & Shouta, Waterproof Chibi Couple","Kimi ni Todoke Anime Sticker: Sawako & Shouta, Waterproof Chibi Couple","kimi ni todoke anime sticker sawako and shouta, waterproof chibi couple",,0,no_semantic_overlap,55,
std-dab13f614f85,4911.99.60.00,4911996000,KISS OF LIFE - Get Loud Custom Fan-Made K-pop Photocards,KISS OF LIFE - Get Loud Custom Fan-Made K-pop Photocards,kiss of life get loud custom fan made k pop photocards,html|options,2,no_semantic_overlap,55,
std-9319577c2859,4911.99.60.00,4911996000,2025-26 Kon Knueppel Topps Chrome Base #254 RC Rookie Hornets NBA ROY,2025-26 Kon Knueppel Topps Chrome Base #254 RC Rookie Hornets NBA ROY,kon knueppel topps chrome base rc rookie hornets nba roy,,0,no_semantic_overlap,55,
std-f2a4cbf5d64a,4911.99.60.00,4911996000,KPOP Photocards,KPOP Photocards,kpop photocards,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-0b7da7816585,4911.99.60.00,4911996000,"KSA graded collectible trading card, sports genre, made of cardstock","KSA graded collectible trading card, sports genre, made of cardstock","ksa graded collectible trading card, sports genre, made of cardstock",html|options,2,no_semantic_overlap,55,
std-768f09e20c19,4911.99.60.00,4911996000,Kylian Mbappe 2022-23 Topps Finest The Man Green Lava Refractor /99 #FTM-8,Kylian Mbappe 2022-23 Topps Finest The Man Green Lava Refractor / 99 #FTM-8,kylian mbappe topps finest the man green lava refractor ftm,options,1,no_semantic_overlap,55,
std-6253646d52bd,4911.99.60.00,4911996000,Laminated Cardstock Bookmark,Laminated Cardstock Bookmark,laminated cardstock bookmark,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-7708b32e8810,4911.99.60.00,4911996000,Laminated Savings Challenge,Laminated Savings Challenge,laminated savings challenge,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-8c2ef528f384,4911.99.60.00,4911996000,2011 LEAF CUT SIGNATURE EDITION JON VOIGHT / JAMES MARSDEN DUAL CUT AUTO #ED 1/4,2011 LEAF CUT SIGNATURE EDITION JON VOIGHT / JAMES MARSDEN DUAL CUT AUTO #ED 1 / 4,leaf cut signature edition jon voight james marsden dual cut auto ed,options,1,no_semantic_overlap,55,
std-a5f9b768eb82,4911.99.60.00,4911996000,2023 Leaf Metal Colbie Young Auto /3,2023 Leaf Metal Colbie Young Auto / 3,leaf metal colbie young auto,options,1,no_semantic_overlap,55,
std-2105dfde6864,4911.99.60.00,4911996000,2021 LEAF POP CENTURY LEADING MEN SYLVESTER STALLONE AUTOGRAPH PROOF #ED 1/1 WOW,2021 LEAF POP CENTURY LEADING MEN SYLVESTER STALLONE AUTOGRAPH PROOF #ED 1 / 1 WOW,leaf pop century leading men sylvester stallone autograph proof ed wow,options,1,no_semantic_overlap,55,
